PANEL	FILE	gene_id	CHR	P0	P1	HSQ	BEST.GWAS.ID	BEST.GWAS.Z	EQTL.ID	EQTL.R2	EQTL.Z	EQTL.GWAS.Z	NSNP	NWGT	MODEL	MODELCV.R2	MODELCV.PV	TWAS.Z	TWAS.P	IS_POSITIVE	qvalue	PROB
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000072571.wgt.RDat	ENSG00000072571	5	163460203	163491945	0.047687	rs62391591	-3.82	rs57860593	0.0015	-3.99	0.00941	1085	1085	blup	0.019	0.0013	-0.63857	0.523	0	1	0
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000249485.wgt.RDat	ENSG00000249485	5	14797125	14798400	0.034473	rs4374756	-13.1	rs60743484	0.015	-4.03	1.903	2991	1	top1	0.015	0.0035	-1.9	0.05705	1	0.41895	0.58105
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000172239.wgt.RDat	ENSG00000172239	5	43526267	43557758	0.336712	rs10512855	4.31	rs4315928	0.35016	11.38	0.1845	3631	1	top1	0.35	8.9e-49	0.184	0.854	0	1	0
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000205464.wgt.RDat	ENSG00000205464	5	82279462	82386977	0.178328	rs10474094	-12.9	rs7717621	0.1113	7.64	-0.329	3781	6	lasso	0.14	5.9e-18	-0.345	0.73	0	1	0
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000113387.wgt.RDat	ENSG00000113387	5	32531633	32604079	0.16382	rs13153617	3.47	rs29766	0.131	-8.24	1.187	4272	1	top1	0.13	3.6e-17	-1.187	0.235	0	0.815694782608696	0.184305217391304
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000279557.wgt.RDat	ENSG00000279557	5	43586367	43587543	0.042403	rs72764229	2.67	rs10805665	0.04486	3.56	-0.0369	3709	1	top1	0.045	1e-06	-0.0369	0.9706	0	1	0
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000070814.wgt.RDat	ENSG00000070814	5	150357639	150400308	0.05539	rs10050817	3.61	rs6861564	0.1762	-9.49	1.265	4962	1	top1	0.18	5.6e-23	-1.265	0.2059	0	0.768541121495327	0.231458878504673
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000249483.wgt.RDat	ENSG00000249483	5	81851601	81852201	0.237085	rs3923895	3.57	rs245345	0.1185	-7.92	-1.7129	3860	8	lasso	0.13	9.3e-17	1.6134	0.107	0	0.587518348623853	0.412481651376147
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000279118.wgt.RDat	ENSG00000279118	5	126496279	126498604	0.41481	rs1175307	-3.51	rs1457712	0.397	-14.17	-1.617	4773	1	top1	0.4	6.7e-57	1.617	0.106	0	0.587416666666667	0.412583333333333
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000272255.wgt.RDat	ENSG00000272255	5	139644460	139645002	0.03402	rs2563324	-9.83	rs929775	0.009083	-4.47	-0.901	2452	1	top1	0.0091	0.019	0.901	0.368	0	0.966409090909091	0.0335909090909091
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000250490.wgt.RDat	ENSG00000250490	5	6310441	6339884	0.35539	rs6863040	-10.9	rs2913360	0.174	-9.43	-1.37	4510	40	enet	0.3	1.4e-40	0.601	0.548	0	1	0
test_tissue	/home/users/nus/e1124850/e1124850/locuscompare2file/sim_coloc/sim_twas_model_6/test_tissue/ENSG00000251000.wgt.RDat	ENSG00000251000	5	95834424	95835046	0.238611	rs10051466	6.6	rs10051466	0.18226	9.87	6.599	3948	19	enet	0.22	3e-29	7.117	1.1e-12	1	5.2668e-11	0.999999999947332
test_tissue	/home/users/nus/e1124850/e1124850/locuscompare2file/sim_coloc/sim_twas_model_6/test_tissue/ENSG00000145868.wgt.RDat	ENSG00000145868	5	148383935	148442836	0.529794	rs17642472	6.4	rs7713047	0.4206	-14.57	-1.293	4300	1	top1	0.42	3.1e-61	1.293	0.196	0	0.75926213592233	0.24073786407767
test_tissue	/home/users/nus/e1124850/e1124850/locuscompare2file/sim_coloc/sim_twas_model_6/test_tissue/ENSG00000225051.wgt.RDat	ENSG00000225051	5	179679032	179694768	0.305432	rs7733907	5.71	rs10035956	0.1375	8.42	-1.65	6750	1	lasso	0.15	1.4e-19	-1.213	0.225	0	0.805027164179104	0.194972835820896
test_tissue	/home/users/nus/e1124850/e1124850/locuscompare2file/sim_coloc/sim_twas_model_6/test_tissue/ENSG00000058729.wgt.RDat	ENSG00000058729	5	97160867	97183260	0.015476	rs4869351	3.71	rs1645574	-0.001009	-3.8	-0.192	5502	1	lasso	0.0029	0.12	-0.984	0.325	0	0.912186885245902	0.0878131147540984
test_tissue	/home/users/nus/e1124850/e1124850/locuscompare2file/sim_coloc/sim_twas_model_6/test_tissue/ENSG00000078295.wgt.RDat	ENSG00000078295	5	7396208	7830081	0.441719	rs28654299	4.84	rs28654299	0.284	-12.2	4.84	3370	24	enet	0.38	5.5e-54	-5.17	2.28e-07	1	5.93295652173913e-06	0.999994067043478
test_tissue	/home/users/nus/e1124850/e1124850/locuscompare2file/sim_coloc/sim_twas_model_6/test_tissue/ENSG00000113645.wgt.RDat	ENSG00000113645	5	168291651	168472303	0.120082	rs62378591	4.22	rs11750022	0.0588	6.59	0.957	4126	1	top1	0.059	2.4e-08	0.957	0.339	0	0.93069495412844	0.0693050458715596
test_tissue	/home/users/nus/e1124850/e1124850/locuscompare2file/sim_coloc/sim_twas_model_6/test_tissue/ENSG00000241112.wgt.RDat	ENSG00000241112	5	149545383	149545810	0.444477	rs3889713	-9.42	rs10515616	0.4193	14.51	-1.474	4687	5	lasso	0.46	3.5e-69	-1.202	0.229	0	0.810439411764706	0.189560588235294
test_tissue	/home/users/nus/e1124850/e1124850/locuscompare2file/sim_coloc/sim_twas_model_6/test_tissue/ENSG00000164318.wgt.RDat	ENSG00000164318	5	38258409	38465021	0.158668	rs371170382	-3.71	rs74338729	0.109	-8.02	0.251	4064	1	top1	0.11	2e-14	-0.251	0.802	1	1	0
test_tissue	/home/users/nus/e1124850/e1124850/locuscompare2file/sim_coloc/sim_twas_model_6/test_tissue/ENSG00000246596.wgt.RDat	ENSG00000246596	5	177619059	177672209	0.153773	rs72810628	5.69	rs11134996	0.362	-8.45	-0.751	4817	1	top1	0.36	9.5e-51	0.751	0.452	0	1	0
test_tissue	/home/users/nus/e1124850/e1124850/locuscompare2file/sim_coloc/sim_twas_model_6/test_tissue/ENSG00000142319.wgt.RDat	ENSG00000142319	5	1392790	1445430	0.107699	rs113210177	4.83	rs3734137	0.06595	-6.99	-0.8904	6843	11	enet	0.078	1.2e-10	0.9916	0.321	1	0.909889386792453	0.0901106132075472
test_tissue	/home/users/nus/e1124850/e1124850/locuscompare2file/sim_coloc/sim_twas_model_6/test_tissue/ENSG00000248367.wgt.RDat	ENSG00000248367	5	180293245	180295253	0.229236	rs13179245	-5.49	rs255026	0.1432	8.56	-0.236	6143	5	lasso	0.14	8.6e-19	-0.551	0.582	1	1	0
test_tissue	/home/users/nus/e1124850/e1124850/locuscompare2file/sim_coloc/sim_twas_model_6/test_tissue/ENSG00000183258.wgt.RDat	ENSG00000183258	5	177511577	177517469	0.068982	rs72648808	4.18	rs17078347	0.0131	5.19	1.145	4711	5	lasso	0.023	0.00034	1.527	0.1269	1	0.646481012658228	0.353518987341772
test_tissue	/home/users/nus/e1124850/e1124850/locuscompare2file/sim_coloc/sim_twas_model_6/test_tissue/ENSG00000145632.wgt.RDat	ENSG00000145632	5	58453982	58460260	0.02518	rs115120159	3.52	rs4145581	0.0616	5.72	-1.404	2839	1	top1	0.062	1.1e-08	-1.404	0.16	0	0.69825	0.30175
test_tissue	/home/users/nus/e1124850/e1124850/locuscompare2file/sim_coloc/sim_twas_model_6/test_tissue/ENSG00000250909.wgt.RDat	ENSG00000250909	5	176347941	176353584	0.292197	rs244724	7.16	rs2607172	0.1541	9.19	-1.103	4311	1	top1	0.15	4.3e-20	-1.1032	0.27	0	0.855	0.145
test_tissue	/home/users/nus/e1124850/e1124850/locuscompare2file/sim_coloc/sim_twas_model_6/test_tissue/ENSG00000253767.wgt.RDat	ENSG00000253767	5	141390157	141512979	0.075182	rs74321313	3.69	rs6872579	0.081472	-6.95	-0.0585	4286	1	top1	0.081	4.8e-11	0.0585	0.9534	0	1	0
test_tissue	/home/users/nus/e1124850/e1124850/locuscompare2file/sim_coloc/sim_twas_model_6/test_tissue/ENSG00000038427.wgt.RDat	ENSG00000038427	5	83471465	83582303	0.269173	rs181320827	-4	rs34434565	0.261	-11.6	0.8	3487	2	lasso	0.26	3.7e-35	-1.02	0.309	0	0.89775	0.10225
test_tissue	/home/users/nus/e1124850/e1124850/locuscompare2file/sim_coloc/sim_twas_model_6/test_tissue/ENSG00000113391.wgt.RDat	ENSG00000113391	5	93618069	94111699	0.122566	rs958492	6.84	rs4242239	0.1073	-7.88	1.066	2717	6	enet	0.11	2e-14	-0.894	0.3714	0	0.966409090909091	0.0335909090909091
test_tissue	/home/users/nus/e1124850/e1124850/locuscompare2file/sim_coloc/sim_twas_model_6/test_tissue/ENSG00000112983.wgt.RDat	ENSG00000112983	5	138139766	138178986	0.186683	rs11749163	14.57	rs55857393	0.16306	-9.39	-1.14628	3320	5	lasso	0.17	1.6e-21	1.11151	0.266	0	0.849072	0.150928
test_tissue	/home/users/nus/e1124850/e1124850/locuscompare2file/sim_coloc/sim_twas_model_6/test_tissue/ENSG00000263597.wgt.RDat	ENSG00000263597	5	132365490	132365599	0.124658	rs7714610	6.71	rs27873	0.0954	-7.63	0.3126	3082	1	top1	0.095	9.8e-13	-0.3126	0.755	0	1	0
test_tissue	/home/users/nus/e1124850/e1124850/locuscompare2file/sim_coloc/sim_twas_model_6/test_tissue/ENSG00000011083.wgt.RDat	ENSG00000011083	5	150189957	150222788	0.031388	rs41287118	-4.4	rs75600141	0.0397	3.82	-2.03	4790	1	top1	0.04	4.2e-06	-2.03	0.0425	1	0.353073724137931	0.646926275862069
test_tissue	/home/users/nus/e1124850/e1124850/locuscompare2file/sim_coloc/sim_twas_model_6/test_tissue/ENSG00000071539.wgt.RDat	ENSG00000071539	5	892643	919357	0.181849	rs4975743	-8.45	rs7727602	0.1678	-9.84	-0.792	5890	5	lasso	0.18	2.7e-23	0.8469	0.397	0	0.987960498960499	0.012039501039501
test_tissue	/home/users/nus/e1124850/e1124850/locuscompare2file/sim_coloc/sim_twas_model_6/test_tissue/ENSG00000145824.wgt.RDat	ENSG00000145824	5	135570679	135579279	0.138629	rs61575945	-11.9	rs7717691	0.0833	7.22	-1.73	3920	1	top1	0.083	2.9e-11	-1.73	0.083	1	0.5229	0.4771
test_tissue	/home/users/nus/e1124850/e1124850/locuscompare2file/sim_coloc/sim_twas_model_6/test_tissue/ENSG00000198677.wgt.RDat	ENSG00000198677	5	95463895	95555007	0.407102	rs7719227	3.53	rs10037940	0.34987	13.49	1.561	3658	28	enet	0.38	1.2e-53	1.636	0.102	0	0.573211267605634	0.426788732394366
test_tissue	/home/users/nus/e1124850/e1124850/locuscompare2file/sim_coloc/sim_twas_model_6/test_tissue/ENSG00000272525.wgt.RDat	ENSG00000272525	5	73497550	73498293	0.249191	rs464581	6.92	rs17392871	0.1721	9.59	-0.2768	4607	3	lasso	0.27	1.2e-36	-0.1659	0.8682	0	1	0
test_tissue	/home/users/nus/e1124850/e1124850/locuscompare2file/sim_coloc/sim_twas_model_6/test_tissue/ENSG00000113068.wgt.RDat	ENSG00000113068	5	140245039	140303121	0.062421	rs2338530	13.56	rs165187	0.00515	3.5	-0.755	2905	1	top1	0.0051	0.059	-0.755	0.451	0	1	0
test_tissue	/home/users/nus/e1124850/e1124850/locuscompare2file/sim_coloc/sim_twas_model_6/test_tissue/ENSG00000145734.wgt.RDat	ENSG00000145734	5	71455615	71567820	0.177214	rs6453523	10.06	rs451961	0.1681	-9.43	-0.01949	2343	5	lasso	0.19	3.9e-25	-0.502	0.6158	0	1	0
test_tissue	/home/users/nus/e1124850/e1124850/locuscompare2file/sim_coloc/sim_twas_model_6/test_tissue/ENSG00000113460.wgt.RDat	ENSG00000113460	5	34915376	34925996	0.016327	rs138821319	-3.65	rs194126	0.04004	4.99	0.1123	4722	1	top1	0.04	3.9e-06	0.112	0.911	0	1	0
test_tissue	/home/users/nus/e1124850/e1124850/locuscompare2file/sim_coloc/sim_twas_model_6/test_tissue/ENSG00000249855.wgt.RDat	ENSG00000249855	5	43495073	43496454	0.386252	rs77918486	3.63	rs34521671	0.2576	11.42	-2.188	3603	4	lasso	0.3	1.4e-40	-0.977	0.3287	0	0.915287441860465	0.0847125581395349
test_tissue	/home/users/nus/e1124850/e1124850/locuscompare2file/sim_coloc/sim_twas_model_6/test_tissue/ENSG00000153914.wgt.RDat	ENSG00000153914	5	66139971	66183615	0.062436	rs4016246	-11.13	rs62367991	0.0822	-6.54	-0.1453	4170	2	lasso	0.1	8.1e-14	0.747	0.455	0	1	0
test_tissue	/home/users/nus/e1124850/e1124850/locuscompare2file/sim_coloc/sim_twas_model_6/test_tissue/ENSG00000113368.wgt.RDat	ENSG00000113368	5	126776623	126837020	0.012446	rs114041942	-3.12	rs3851476	-0.000894	3.34	-2.45	4643	1	top1	-0.00089	0.46	-2.45	0.0142	1	0.157383333333333	0.842616666666667
test_tissue	/home/users/nus/e1124850/e1124850/locuscompare2file/sim_coloc/sim_twas_model_6/test_tissue/ENSG00000248648.wgt.RDat	ENSG00000248648	5	133003119	133003365	0.302245	rs3842999	13.14	rs39898	0.3265	-12.82	-0.583	4089	1	top1	0.33	6.7e-45	0.5833	0.56	0	1	0
test_tissue	/home/users/nus/e1124850/e1124850/locuscompare2file/sim_coloc/sim_twas_model_6/test_tissue/ENSG00000239389.wgt.RDat	ENSG00000239389	5	140882208	141012344	0.487182	rs58960568	-4.66	rs2560714	0.26586	11.82	-4.307	3538	7	lasso	0.42	4.6e-61	-5.2662	1.39e-07	1	3.9615e-06	0.9999960385
test_tissue	/home/users/nus/e1124850/e1124850/locuscompare2file/sim_coloc/sim_twas_model_6/test_tissue/ENSG00000254363.wgt.RDat	ENSG00000254363	5	140157319	140173051	0.053687	rs7730410	-9.1	rs12513634	0.02129	4.33	-0.654	2686	1	top1	0.021	0.00062	-0.6539	0.513	0	1	0
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000131188.wgt.RDat	ENSG00000131188	5	177446445	177456286	0.287525	rs11540627	4.54	rs1078628	0.1968	-10.01	1.1109	4634	1	top1	0.2	9.8e-26	-1.1109	0.267	0	0.849997340425532	0.150002659574468
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000038382.wgt.RDat	ENSG00000038382	5	14143702	14532128	0.034067	rs301078	5.38	rs146680021	0.0138	-4.09	-1.067	3216	1	top1	0.014	0.0049	1.067	0.286	0	0.871099236641221	0.128900763358779
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000173210.wgt.RDat	ENSG00000173210	5	149141483	149260542	0.277514	rs11167495	12.4	rs963016	0.2605	11.84	-0.7422	4706	1	top1	0.26	9.8e-35	-0.742	0.458	0	1	0
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000134516.wgt.RDat	ENSG00000134516	5	169637247	170083382	0.362798	rs77590302	-6.96	rs2303002	0.16	-9.12	-0.0819	5029	9	lasso	0.19	4.9e-25	-0.437	0.662	0	1	0
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000132563.wgt.RDat	ENSG00000132563	5	138439017	138446969	0.119953	rs61648097	3.68	rs12109039	0.07457	6.51	-0.894	2890	5	lasso	0.078	1.1e-10	-1.122	0.2619	0	0.844998113207547	0.155001886792453
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000253406.wgt.RDat	ENSG00000253406	5	149216523	149276805	0.261591	rs56036758	-4.35	rs6886203	0.2313	11.25	-1.702	4634	1	lasso	0.23	5.7e-31	-1.702	0.0887	0	0.533537185929648	0.466462814070352
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000197860.wgt.RDat	ENSG00000197860	5	65665928	65723035	0.22761	rs71632572	3.93	rs1459190	0.158	9.61	-1.49	4083	5	lasso	0.17	1.5e-22	-1.6	0.11	0	0.594225	0.405775
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000271871.wgt.RDat	ENSG00000271871	5	141952419	141953375	0.151479	rs391149	4.37	rs155812	0.02122	5.65	0.323	4893	4	lasso	0.067	2.4e-09	0.3125	0.755	0	1	0
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000113721.wgt.RDat	ENSG00000113721	5	150113837	150155872	0.254435	rs2161358	-19.09	rs13362048	0.2254	-10.86	-0.5566	4706	6	lasso	0.23	1.6e-30	0.5876	0.557	0	1	0
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000113389.wgt.RDat	ENSG00000113389	5	32689070	32791724	0.218274	rs142915468	4.01	rs149067749	0.163	-9.07	-0.468	4247	1	top1	0.16	3.2e-21	0.468	0.64	0	1	0
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000086570.wgt.RDat	ENSG00000086570	5	151504093	151568944	0.437886	rs4958306	-14.4	rs252160	0.3519	-13.38	1.024	5142	6	lasso	0.44	1.5e-65	-0.76	0.4471	0	1	0
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000249825.wgt.RDat	ENSG00000249825	5	80052374	80083654	0.094094	rs12521421	-4.48	rs9764473	0.0489	-5.37	1.17145	4731	1	top1	0.049	3.5e-07	-1.171	0.241	0	0.821871794871795	0.178128205128205
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000250120.wgt.RDat	ENSG00000250120	5	140855883	141012344	0.128198	rs17097546	-4.95	rs6896087	0.10382	-7.42	-0.803	3548	1	top1	0.1	9.2e-14	0.8032	0.4218	0	1	0
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000198865.wgt.RDat	ENSG00000198865	5	42756801	42802360	0.481674	rs16873438	-11.9	rs36113900	0.35762	-13.99	-0.426	3111	10	lasso	0.49	8.5e-75	-0.231	0.8175	0	1	0
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000177733.wgt.RDat	ENSG00000177733	5	137745651	137754376	0.290887	rs34861174	-3.39	rs75325617	0.22985	-10.8	-0.6911	3628	1	top1	0.23	2.6e-30	0.691	0.489	0	1	0
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000261757.wgt.RDat	ENSG00000261757	5	142703782	142705421	0.036116	rs62383588	-3.98	rs6580202	0.0145	5.4	1.32	4925	5	lasso	0.027	0.00012	1.392	0.164	0	0.703612903225806	0.296387096774194
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000271781.wgt.RDat	ENSG00000271781	5	675826	676616	0.215666	rs148934464	3.88	rs56934710	0.1813	9.95	-1.116	4969	5	lasso	0.18	9.3e-24	-1.02	0.308	0	0.897021897810219	0.102978102189781
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000172244.wgt.RDat	ENSG00000172244	5	43486701	43515145	0.451699	rs11743802	6.52	rs12153009	0.52318	16.19	0.21	3611	3	lasso	0.54	3.6e-85	0.168	0.867	0	1	0
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000130449.wgt.RDat	ENSG00000130449	5	61332273	61546170	0.204555	rs35195094	5.09	rs4547892	0.2085	-10.45	-1.054	3330	7	lasso	0.22	1.1e-28	0.39	0.6964	0	1	0
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000145649.wgt.RDat	ENSG00000145649	5	55102648	55110252	0.021351	rs1373998	-9.48	rs73120767	0.0357	-5.26	0.0492	5221	2	lasso	0.039	5e-06	-0.0706	0.944	0	1	0
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000236882.wgt.RDat	ENSG00000236882	5	95852232	95860133	0.305274	rs2549804	8.21	rs309801	0.17678	-9.51	1.828	3972	6	lasso	0.2	8.5e-27	-1.327	0.1845	0	0.743590909090909	0.256409090909091
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000237187.wgt.RDat	ENSG00000237187	5	93409359	93585648	0.05843	rs55652444	9.1	rs7731530	0.0471	-5.12	1.449	2442	2	lasso	0.051	2.2e-07	-1.582	0.114	0	0.603796460176991	0.396203539823009
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000145536.wgt.RDat	ENSG00000145536	5	5140330	5320304	0.062584	rs457990	7.84	rs263734	0.0664	5.95	-1.03	3457	1	top1	0.066	3e-09	-1.03	0.301	0	0.885250614250614	0.114749385749386
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000243414.wgt.RDat	ENSG00000243414	5	115578650	115602479	0.071493	rs10046086	-8.27	rs1425549	0.1202	-7.86	0.249	4246	5	lasso	0.12	3.8e-16	-0.563	0.574	0	1	0
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000145819.wgt.RDat	ENSG00000145819	5	142770384	143229011	0.238094	rs4912797	5.09	rs17525835	0.156	8.91	0.726	4905	3	lasso	0.23	5.3e-30	-0.075	0.9402	0	1	0
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000164576.wgt.RDat	ENSG00000164576	5	154445957	154461054	0.280891	rs778816	-6.16	rs778816	0.161	8.43	-6.163	3717	1	lasso	0.31	1.6e-42	-4.38	1.19e-05	1	0.0002499	0.9997501
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000164902.wgt.RDat	ENSG00000164902	5	126600268	126627252	0.499621	rs382538	-7.79	rs1490996	0.4235	14.58	-0.4466	4708	1	top1	0.42	9e-62	-0.4466	0.655	0	1	0
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000112874.wgt.RDat	ENSG00000112874	5	103548855	103562793	0.149203	rs2963215	5.37	rs78777703	0.1328	-8.78	-0.705	2693	1	top1	0.13	2.2e-17	0.705	0.481	0	1	0
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000250891.wgt.RDat	ENSG00000250891	5	118468156	118562117	0.166758	rs73249988	-8.24	rs174807	0.112517	8.31	-0.176	3813	15	enet	0.12	3.1e-16	0.0457	0.9635	0	1	0
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000185372.wgt.RDat	ENSG00000185372	5	181124357	181125304	0.467574	rs77507057	7.54	rs9329099	0.3848	13.91	6.8011	3927	1	top1	0.38	1e-54	6.8011	1.04e-11	1	4.1496e-10	0.99999999958504
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000113732.wgt.RDat	ENSG00000113732	5	172983757	173035445	0.209201	rs6884881	-4.49	rs4516873	0.1564	9.13	0.9484	5509	2	lasso	0.18	1.4e-23	0.952	0.341	0	0.93191095890411	0.0680890410958903
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000120328.wgt.RDat	ENSG00000120328	5	141208697	141212571	0.121246	rs917302	-5.95	rs6872579	0.110194	7.81	-5.935	4036	4	lasso	0.12	2.8e-15	-6.6641	2.66e-11	1	9.9500625e-10	0.999999999004994
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000155329.wgt.RDat	ENSG00000155329	5	132996985	133026604	0.354798	rs78796419	3.59	rs13358835	0.2798	-11.86	-0.52773	4093	6	lasso	0.37	1.3e-51	0.7385	0.46	0	1	0
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000164209.wgt.RDat	ENSG00000164209	5	110738136	110765161	0.121935	rs183738	13.5	rs56069320	0.0747	6.96	0.567	3914	1	top1	0.075	3.1e-10	0.567	0.571	0	1	0
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000113658.wgt.RDat	ENSG00000113658	5	136132845	136188747	0.271722	rs55787517	8.49	rs12659030	0.179	-9.03	1.787	4351	1	top1	0.18	2.6e-23	-1.787	0.07397	0	0.497427471910112	0.502572528089888
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000134363.wgt.RDat	ENSG00000134363	5	53480409	53487134	0.349714	rs271205	3.18	rs12522522	0.3466	-13.25	-0.4	4499	1	top1	0.35	3.5e-48	0.4	0.6892	0	1	0
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000271849.wgt.RDat	ENSG00000271849	5	109687802	109688329	0.227852	rs13153918	-3.09	rs7711795	0.204	-10.18	1.686	4012	1	top1	0.2	1.1e-26	-1.686	0.0917	0	0.538063235294118	0.461936764705882
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000152359.wgt.RDat	ENSG00000152359	5	75674124	75717481	0.229049	rs466101	-11.8	rs6897698	0.18	-9.66	1.34	4562	1	top1	0.18	1.5e-23	-1.34	0.182	0	0.738419594594595	0.261580405405405
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000113249.wgt.RDat	ENSG00000113249	5	157029413	157059119	0.02106	rs7716954	2.72	rs1030659	0.03719	4.82	2.2345	3228	1	top1	0.037	8.4e-06	2.2345	0.0255	1	0.246157258064516	0.753842741935484
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000248925.wgt.RDat	ENSG00000248925	5	269858	271516	0.126154	rs12187821	-5.92	rs10066435	0.0664	7.04	3.613	3676	1	top1	0.066	3e-09	3.613	0.000303	1	0.0049683698630137	0.995031630136986
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000153037.wgt.RDat	ENSG00000153037	5	112861222	112869788	0.429361	rs10076132	-4.71	rs560063	0.3868	14.09	-2.312207	4843	5	lasso	0.47	3.1e-71	-3.098542	0.001945	1	0.0273901764705882	0.972609823529412
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000244921.wgt.RDat	ENSG00000244921	5	134923303	134924049	0.594748	rs11743278	8.22	rs1544751	0.5149	16.02	8.094	3917	5	lasso	0.52	1.3e-81	8.029	9.8e-16	1	6.90035294117647e-14	0.999999999999931
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000072803.wgt.RDat	ENSG00000072803	5	171861549	172006873	0.423682	rs17713452	-4.67	rs39784	0.417	14.62	0.0821	4738	9	lasso	0.43	2.3e-62	-0.0573	0.954	0	1	0
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000251050.wgt.RDat	ENSG00000251050	5	80019609	80019920	0.360298	rs149271475	3.84	rs72764969	0.3075	-12.46	0.801	4739	1	top1	0.31	7.2e-42	-0.801	0.4234	0	1	0
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000235253.wgt.RDat	ENSG00000235253	5	132942932	132945050	0.126159	rs2431568	9.88	rs510434	0.1277	-8.23	-1.376	4059	1	top1	0.13	1e-16	1.376	0.1688	0	0.711456338028169	0.288543661971831
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000250427.wgt.RDat	ENSG00000250427	5	118282575	118284782	0.109689	rs6888215	6.64	rs2036024	0.0694	6.68	0.495	4492	3	lasso	0.07	1.2e-09	0.585	0.559	0	1	0
