gene_id	coloc	SMR.b	SMR.se	SMR.p	fastenloc	ecaviar	TWAS.Z	TWAS.P	PrediXcan.Z	PrediXcan.P	SMR.z	IS_POSITIVE	smrqvalue	twasqvalue	predixcanqvalue
ENSG00000271815	0.0869	0.00748137	0.230466	0.9741	0.02681	0.0017	-0.0497	0.96	0.0	1.0	0.0324619249694098	0	0.09483410428870698	0.0	0.0
ENSG00000248791	0.0357	-0.0442332	0.0809936	0.585	0.107	0.0016	-1.04	0.2992	-0.836067851423874	0.4031	-0.546132040062425	0	0.18429634014066998	0.11569777777777801	0.0
ENSG00000177879	0.0885	0.183563	0.126173	0.1457	0.05773	0.0023	1.478	0.14	1.36492383480072	0.1723	1.45485167191079	0	0.4697903070385	0.32662788844621504	0.09593670886076
ENSG00000248469	0.0145	0.221751	0.32991	0.5015	0.003207	0.0018	0.0	1.0	0.0	1.0	0.672156042557061	0	0.221022247227314	0.0	0.0
ENSG00000279375	0.5145	0.333791	0.11744	0.00448	0.3756	0.0066	2.8856	0.003906	2.89935355136923	0.003739	2.84222581743869	0	0.9413954663152057	0.949726	0.9426207307692308
ENSG00000155324	0.0592	-0.132326	0.109564	0.2271	0.07397	0.0026	-1.217	0.2235	-1.15865613040201	0.2466	-1.20775072103976	0	0.389666705277143	0.19660810810810803	0.0
ENSG00000170584	0.0427	0.015895	0.334243	0.9621	0.003897	0.0016	0.0	1.0	0.0	1.0	0.0475552217997086	0	0.09636368978897603	0.0	0.0
ENSG00000255833	0.0479	0.451336	0.356339	0.2053	0.000105	0.0015	0.0	1.0	0.0	1.0	1.26659164447338	0	0.410387329156785	0.0	0.0
ENSG00000245275	0.049	-0.0387387	0.0819787	0.6365	0.03067	0.0012	-0.32	0.749	-0.319937109947204	0.749	-0.472545917415134	0	0.17578487282394595	0.0	0.0
ENSG00000177738	0.0487	-0.0642348	0.0820631	0.4338	0.08146	0.0015	-0.792	0.428	-0.792203545570374	0.4282	-0.7827488846997	0	0.25943407557892095	0.0	0.0
ENSG00000158402	0.0534	-0.0855766	0.123927	0.4899	0.04087	0.0014	0.198	0.8427	0.237448427037896	0.8123	-0.690540398783155	0	0.22513802907741698	0.0	0.0
ENSG00000197208	0.0882	0.161697	0.140915	0.2512	0.08106	0.0022	1.162	0.2454	1.16162204742432	0.2454	1.14747897668807	0	0.36828879274832105	0.17255267605633795	0.0
ENSG00000112941	0.053	-0.0319396	0.0864128	0.7117	0.02587	0.0012	-0.691	0.49	-0.645579242572141	0.5186	-0.369616538290624	0	0.15270738620284796	0.0	0.0
ENSG00000180104	0.7667	-0.592022	0.157521	0.000171	0.9558	0.0495	-4.347	1.38e-05	-4.34465627462276	1.395e-05	-3.75836872543978	1	0.9967427390876086	0.9997200237288136	0.99970181875
ENSG00000164283	0.0929	-0.0746498	0.119999	0.5339	0.05726	0.0017	-1.151552	0.2495	-1.02021903927302	0.3076	-0.622086850723756	1	0.20422383060984795	0.16838259668508304	0.0
ENSG00000152413	0.0568	0.0723235	0.0846939	0.3931	0.1148	0.0012	-0.12295	0.9022	-1.92907945538078	0.05372	0.853939894136414	0	0.288469449582041	0.0	0.505362769230769
ENSG00000198108	0.0597	-0.0847416	0.171532	0.6213	0.02694	0.0015	0.0	1.0	-0.116897851228714	0.9069	-0.494027936478325	0	0.17578487282394595	0.0	0.0
ENSG00000275765	0.0071	-0.247194	0.346097	0.4751	0.01553	0.0016	0.0	1.0	0.0	1.0	-0.714233292978558	0	0.230087234090952	0.0	0.0
ENSG00000275506	0.0597	0.0421308	0.100183	0.6741	0.08941	0.0025	0.5316	0.595	0.589163484479754	0.5558	0.420538414701097	0	0.16791789419817904	0.0	0.0
ENSG00000086589	0.913	-0.639983	0.175028	0.0002557	0.9757	0.1046	-4.32	1.53e-05	-4.32364797592163	1.535e-05	-3.65646068057682	1	0.9953728799150084	0.999694765	0.99967765
ENSG00000168685	0.0353	-0.0390988	0.159107	0.8059	0.07561	0.0013	-0.2459	0.806	-0.245918914675713	0.8057	-0.245739030966582	0	0.129236386272795	0.0	0.0
ENSG00000145757	0.9976	0.566396	0.117821	1.53e-06	0.1322	0.1821	5.48	4.26e-08	5.47983074188232	4.257e-08	4.80725846835454	1	0.9999538554704078	0.9999986925076924	0.999998622802973
ENSG00000152611	0.0911	0.204996	0.33346	0.5387	0.002837	0.0023	0.0	1.0	0.0	1.0	0.614754393330534	0	0.20422383060984795	0.0	0.0
ENSG00000155868	0.0065	0.356018	0.339287	0.294	0.01242	0.0015	0.2729	0.785	0.0	1.0	1.04931223418522	0	0.35728627738056995	0.0	0.0
ENSG00000177839	0.0501	-0.0727976	0.0876278	0.4061	0.12	0.0016	-0.833	0.405	-0.871268831322955	0.3836	-0.830759188294126	0	0.28304950866006795	0.0024999999999999467	0.0
ENSG00000250509	0.0491	0.481909	0.267947	0.07209	0.01345	0.0023	3.196	0.00139	0.0	1.0	1.79852358862014	1	0.612192450777154	0.9801925	0.0
ENSG00000113300	0.088	-0.248659	0.151192	0.1	0.09865	0.0014	-1.693	0.0905	-1.59480881690979	0.1108	-1.64465712471559	0	0.54187610233594	0.466362068965517	0.23336647398843902
ENSG00000066230	0.0819	-0.121071	0.0921314	0.1888	0.04652	0.0019	-1.323	0.186	-1.29475324842331	0.1954	-1.31411223535081	0	0.41929097237062396	0.25287919463087205	0.06815219123506
ENSG00000214510	0.0369	-0.0138863	0.140543	0.9213	0.06633	0.0017	-0.0565	0.9549	0.0	1.0	-0.0988046363034801	0	0.10118311986612405	0.0	0.0
ENSG00000081818	0.9967	-0.883975	0.109254	5.918e-16	0.9604	0.0613	-11.6622	1.9900000000000003e-31	-11.6313574279524	2.855e-31	-8.0910081095429	1	0.9999999999999357	1.0	1.0
ENSG00000150756	0.0407	0.0154007	0.140182	0.9125	0.06154	0.0016	0.1099	0.913	-0.0720860437142134	0.9425	0.109862179167083	0	0.10471913254112197	0.0	0.0
ENSG00000113269	0.0837	-0.204499	0.132858	0.1237	0.06111	0.0016	-1.46	0.1454	-1.56237927360435	0.1182	-1.53922985443105	0	0.493178396398963	0.32499999999999996	0.20513820224719104
ENSG00000276945	0.044	0.0549606	0.115363	0.6338	0.03086	0.0015	0.477	0.633	0.477078825235367	0.6333	0.47641444830665	0	0.17578487282394595	0.0	0.0
ENSG00000164346	0.0889	-0.0848791	0.0795738	0.2861	0.01736	0.0015	0.0	1.0	-1.08058810640226	0.2799	-1.06667144210783	0	0.35728627738056995	0.0	0.0
ENSG00000253908	0.0689	-0.0808448	0.0978752	0.4088	0.1266	0.0016	-0.828	0.407	-0.828400015830994	0.4074	-0.825998822990911	0	0.280622225291392	0.0016823770491799506	0.0
ENSG00000082196	0.1107	-0.103228	0.102138	0.3122	0.126	0.0017	0.0	1.0	-1.35901010905386	0.1741	-1.01067183614326	0	0.34875621553273595	0.0	0.09593670886076
ENSG00000279584	0.1605	-0.23515	0.125953	0.06191	0.0	0.0013	-0.785	0.4324	-2.09427613270614	0.03624	-1.86696624931522	0	0.642965139849859	0.0	0.616112566371681
ENSG00000228716	0.0518	0.0413039	0.0891781	0.6432	0.05567	0.0015	0.312	0.7551	0.0	1.0	0.463161919798695	1	0.17451922031119305	0.0	0.0
ENSG00000276545	0.0516	0.0200922	0.0681851	0.7682	0.1038	0.0014	1.7524	0.0797	1.73972678184509	0.08191	0.294671416482487	0	0.13605031990378602	0.48580483870967694	0.35509681818181804
ENSG00000251400	0.0413	-0.10276	0.226837	0.6505	0.0164	0.0014	0.0	1.0	0.0	1.0	-0.453012515594899	1	0.17158245454196996	0.0	0.0
ENSG00000230847	0.1015	-0.0701967	0.0723957	0.3322	0.226	0.0201	-1.887	0.0591	-1.98767994281289	0.04685	-0.969625267799054	0	0.33082122752229703	0.5789124999999999	0.554925
ENSG00000253485	0.2201	-0.181475	0.0842989	0.03134	0.096	0.0035	-2.183	0.02906	-2.18271780014038	0.02906	-2.15275644166175	1	0.758687430997477	0.73035023255814	0.677918333333333
ENSG00000213949	0.0407	0.0499555	0.168231	0.7665	0.0256	0.0019	0.297	0.7662	0.0	1.0	0.296945866100778	0	0.13605031990378602	0.0	0.0
ENSG00000169862	0.0645	0.26344	0.200765	0.1895	0.01057	0.0018	1.36	0.175	0.0	1.0	1.3121809080268	0	0.41878442288306605	0.27517301038062303	0.0
ENSG00000172568	0.0785	0.130129	0.109312	0.2339	0.07622	0.0016	1.173	0.2409	1.1923120949555	0.2331	1.19043654859485	0	0.38183369545855295	0.17812820512820504	0.0
ENSG00000279799	0.0678	0.243743	0.188095	0.195	0.05166	0.0015	1.33272	0.1826	0.0	1.0	1.29585050107658	0	0.415046549789138	0.26158040540540495	0.0
ENSG00000248663	0.9742	0.671593	0.186745	0.0003228	0.9579	0.0842	4.316	1.59e-05	0.0	1.0	3.59631047685346	1	0.994347076223011	0.9996879950819673	0.0
ENSG00000120318	0.0528	0.0965111	0.097365	0.3216	0.04682	0.0016	0.9953	0.32	0.995329558849335	0.3196	0.991229908077852	0	0.34079243439696505	0.09011061320754699	0.0
ENSG00000146066	0.0531	-0.0728614	0.148898	0.6246	0.04647	0.0014	-0.491	0.624	-0.490575104951859	0.6237	-0.489337667396473	0	0.17578487282394595	0.0	0.0
ENSG00000270906	0.0391	-0.0817479	0.395236	0.8361	0.0	0.0015	0.0	1.0	0.0	1.0	-0.206833132609378	0	0.124227999025592	0.0	0.0
ENSG00000198237	0.0453	0.00417317	0.0853503	0.961	0.09419	0.0263	-0.134	0.894	-0.071321353316307	0.9431	0.0488946143130135	0	0.096615371772525	0.0	0.0
ENSG00000074317	0.0152	-0.29457	0.26341	0.2634	0.03459	0.0016	0.0	1.0	0.0	1.0	-1.11829467370259	0	0.36526983666702795	0.0	0.0
ENSG00000152700	0.0414	0.0598221	0.0974984	0.5395	0.07241	0.0011	0.0	1.0	0.451993715198284	0.6513	0.613570068842155	0	0.20412488123405903	0.0	0.0
ENSG00000283559	0.0375	0.0294618	0.105185	0.7794	0.04847	0.0016	0.28	0.779	0.280205309391022	0.7793	0.280095070589913	0	0.13605031990378602	0.0	0.0
ENSG00000164332	0.098	0.323183	0.196895	0.1007	0.03011	0.0013	1.723	0.0849	0.0	1.0	1.64139769928134	0	0.540607599610895	0.47615824742268	0.0
ENSG00000272323	0.0447	-0.080542	0.106635	0.4501	0.03978	0.0017	0.0	1.0	0.0	1.0	-0.755305481314765	1	0.24815736581158998	0.0	0.0
ENSG00000186493	0.0595	-0.127304	0.165312	0.4412	0.1295	0.0015	0.601	0.548	0.0	1.0	-0.770083236546651	0	0.25384033512610804	0.0	0.0
ENSG00000113555	0.7945	0.501746	0.149095	0.0007647	0.6403	0.0073	5.843	5.12e-09	4.89755258324921	9.704e-07	3.36527717227271	1	0.9874200635368396	0.999999824896	0.99997580065
ENSG00000255883	0.7882	0.541451	0.16893	0.00135	0.751	0.0063	0.0	1.0	3.70935636906035	0.0002078	3.20517966021429	1	0.9790604655631977	0.0	0.9959881193548388
ENSG00000155511	0.043	0.0400118	0.113034	0.7234	0.05398	0.0013	0.0	1.0	0.67265444091321	0.5012	0.353980218341384	0	0.14786572591680003	0.0	0.0
ENSG00000164403	0.0049	-0.136867	0.348384	0.6944	0.002343	0.0016	-0.47997	0.631	0.0	1.0	-0.392862473592358	0	0.156658472198122	0.0	0.0
ENSG00000112964	0.0601	0.0962861	0.11535	0.4039	0.0415	0.0015	0.838	0.402	0.760762456375178	0.4468	0.834729952319029	0	0.284607024189824	0.007847422680412053	0.0
ENSG00000249476	0.0668	-0.076405	0.0841471	0.3639	0.03686	0.0013	-0.9102	0.363	-0.910243690013886	0.3627	-0.907993264176662	0	0.314052519664783	0.033590909090909005	0.0
ENSG00000113119	0.1133	0.131824	0.0796174	0.09778	0.2852	0.0024	2.0707	0.0384	2.0229062030994	0.04308	1.65571847359999	0	0.545097065739516	0.66997	0.562993559322034
ENSG00000249437	0.2842	-0.160897	0.0669434	0.01624	0.0007169	0.0324	-2.427	0.0152	-2.53384873201539	0.01128	-2.40347816214892	0	0.847994490755065	0.83755	0.84480275862069
ENSG00000113580	0.0648	-0.125125	0.115362	0.2781	0.1125	0.0015	-1.44	0.151	-1.43656257691629	0.1508	-1.08462925400045	0	0.36033470460899597	0.32362825278810403	0.14451374407582895
ENSG00000272674	0.0708	-0.160769	0.372226	0.6658	0.0001204	0.0016	0.0	1.0	0.0	1.0	-0.431912332830055	0	0.17044939726418096	0.0	0.0
ENSG00000243232	0.0514	0.108302	0.152787	0.4784	0.03497	0.0014	0.7128	0.476	0.712805688381195	0.476	0.708843029838926	0	0.229098926920016	0.0	0.0
ENSG00000028310	0.07	0.344933	0.214574	0.1079	0.1562	0.0023	0.676	0.499	0.0	1.0	1.60752467680148	0	0.521918156407059	0.0	0.0
ENSG00000242419	0.0099	-0.818914	0.356101	0.02147	0.01708	0.002	0.0	1.0	0.0	1.0	-2.29966779087955	1	0.8089779779291291	0.0	0.0
ENSG00000187372	0.0402	-0.00674034	0.0690577	0.9222	0.07898	0.0016	-0.0976	0.9222	-0.0976062044501304	0.9222	-0.0976044669891989	0	0.10118311986612405	0.0	0.0
ENSG00000113073	0.0518	0.0564509	0.112379	0.6154	0.05706	0.0013	0.375	0.7076	0.460818089908314	0.6449	0.502326057359471	0	0.17578487282394595	0.0	0.0
ENSG00000175426	0.0327	-0.118225	0.078155	0.1304	0.001146	0.0011	-1.52139	0.128	-1.52153298309112	0.1281	-1.51269912353656	0	0.479476932627638	0.353518987341772	0.16665380434782595
ENSG00000249140	0.0878	0.18546	0.138672	0.1811	0.1265	0.0024	1.359	0.174	1.35900819301605	0.1741	1.33740048459675	0	0.425058527062286	0.2768125	0.09593670886076
ENSG00000175309	0.049	0.00482013	0.0951324	0.9596	0.02939	0.0015	0.22496	0.822	0.22495536506176	0.822	0.0506675958979275	0	0.096615371772525	0.0	0.0
ENSG00000254893	0.0432	0.0207825	0.118648	0.861	0.2823	0.0016	-1.452	0.1465	-1.34393595248354	0.179	0.175160980378936	0	0.12273957978649996	0.32499999999999996	0.09593670886076
ENSG00000151422	0.9948	0.735766	0.122705	2.02e-09	0.9992	0.0933	8.51	1.74e-17	8.29280584568851	1.106e-16	5.99621857300029	1	0.9999999122711061	0.9999999999999987	0.9999999999999922
ENSG00000132840	0.0511	-0.0691294	0.0722012	0.3383	0.03806	0.0017	-0.959	0.337	-0.918671185571616	0.3583	-0.95745500074791	0	0.32741963863051804	0.07053225806451602	0.0
ENSG00000152409	0.0844	0.183518	0.127138	0.1489	0.1957	0.0021	1.442	0.149	1.46924171853583	0.1418	1.44345514323019	0	0.466439879147316	0.32499999999999996	0.15498910891089102
ENSG00000135077	0.0444	-0.0955284	0.178565	0.5927	0.02178	0.0011	-0.53734	0.591	0.0	1.0	-0.534978299218772	0	0.18177276448522794	0.0	0.0
ENSG00000278970	0.0274	0.0161342	0.198154	0.9351	0.0	0.0017	0.0	1.0	0.0	1.0	0.0814225299514519	0	0.09697310702942197	0.0	0.0
ENSG00000177453	0.4901	0.296958	0.10977	0.006825	0.3251	0.0053	2.764	0.00571	2.86791701103818	0.004132	2.70527466520907	0	0.9176636824923267	0.9295374226804124	0.93817495
ENSG00000229666	0.6559	-0.371734	0.118837	0.001759	0.9228	0.0177	-4.25	2.16e-05	-4.46886576376083	7.864e-06	-3.12809983422671	1	0.9738377993383717	0.9995829806451613	0.9998288507636364
ENSG00000196743	0.0546	-0.247513	0.397389	0.5334	0.0	0.0019	0.0	1.0	0.0	1.0	-0.622848141241957	0	0.20422383060984795	0.0	0.0
ENSG00000249238	0.0664	0.114172	0.0946548	0.2277	0.0	0.0015	0.8257	0.409	0.690580859816843	0.4898	1.20619345241868	0	0.389565177159228	0.0008714285714289671	0.0
ENSG00000181104	0.04	-0.407853	0.266978	0.1266	0.05409	0.0027	-1.648	0.0993	0.0	1.0	-1.52766520087798	0	0.48518198313513095	0.439329716981132	0.0
ENSG00000215630	0.0519	-0.0245163	0.0719674	0.7334	0.05285	0.0591	-0.0773	0.938	-0.0786224486967345	0.9373	-0.340658409224177	0	0.14450501321627196	0.0	0.0
ENSG00000113282	0.0562	0.197113	0.205381	0.3372	0.1191	0.0016	1.119	0.263	0.0	1.0	0.959743111582863	0	0.32741963863051804	0.15373387096774205	0.0
ENSG00000120709	0.0512	-0.0957879	0.283665	0.7356	0.0	0.0017	0.0	1.0	0.0	1.0	-0.337679657342288	0	0.14450501321627196	0.0	0.0
ENSG00000112996	0.0658	-0.638851	0.282131	0.02355	0.1212	0.0024	-2.683	0.0073	0.0	1.0	-2.26437718648429	1	0.798665368801	0.9117363636363636	0.0
ENSG00000113328	0.0833	-0.266548	0.179516	0.1376	0.06507	0.0019	-1.956	0.0505	0.0	1.0	-1.48481472403574	0	0.47534561993880997	0.610403184713376	0.0
ENSG00000173926	0.0476	0.0325299	0.128873	0.8007	0.02995	0.0014	0.0	1.0	0.622834920883179	0.5334	0.252418272252528	0	0.129236386272795	0.0	0.0
ENSG00000249201	0.0075	-0.0642509	0.235479	0.785	0.01947	0.0015	0.0	1.0	0.0	1.0	-0.272851931594749	0	0.135581536096246	0.0	0.0
ENSG00000145916	0.0376	0.0661852	0.262738	0.8011	0.01817	0.0016	0.0	1.0	0.0	1.0	0.251905700736094	0	0.129236386272795	0.0	0.0
ENSG00000254226	0.0126	0.0480176	0.269069	0.8584	0.02265	0.002	0.0	1.0	0.0	1.0	0.178458313666755	0	0.12273957978649996	0.0	0.0
ENSG00000145700	0.0486	0.00677605	0.131161	0.9588	0.2038	0.0012	1.3442	0.179	0.905277469254437	0.3653	0.0516620794290986	0	0.096615371772525	0.27121428571428596	0.0
ENSG00000197375	0.373	0.252729	0.0947791	0.007664	0.4498	0.0079	2.561	0.0104	2.64381258324026	0.008198	2.6665055903675	0	0.9095520013312746	0.8791599999999999	0.885895279069767
ENSG00000153015	0.989	0.546788	0.102801	1.044e-07	0.9414	0.0623	6.0	1.98e-09	6.08093712143263	1.195e-09	5.31889767609265	1	0.9999962215773416	0.99999992818	0.9999999566540909
ENSG00000249721	0.0406	0.0330847	0.101142	0.7436	0.0726	0.0016	0.3273	0.7435	0.327273547649383	0.7435	0.327111387949615	0	0.14381884774568898	0.0	0.0
ENSG00000113532	0.0446	0.221547	0.212498	0.2971	0.02753	0.0014	0.147	0.883	0.0	1.0	1.0425839302017	0	0.356750330091015	0.0	0.0
ENSG00000113263	0.1309	-0.228121	0.126506	0.07135	0.06501	0.0018	-1.847	0.0648	-1.84664022922516	0.0648	-1.80324253395096	0	0.612192450777154	0.5464	0.449889361702128
ENSG00000112977	0.0053	0.197882	0.317445	0.533	0.003428	0.0015	0.0	1.0	0.0	1.0	0.623358377041692	0	0.20422383060984795	0.0	0.0
ENSG00000145555	0.0439	0.0582502	0.109903	0.5961	0.09928	0.0015	0.0	1.0	0.200583830475807	0.841	0.530014649281639	0	0.18177276448522794	0.0	0.0
ENSG00000039319	0.0782	-0.0880902	0.062549	0.159	0.07815	0.0019	-1.149	0.251	-1.02728547703823	0.3043	-1.40833906217525	0	0.44845102761422395	0.16838259668508304	0.0
ENSG00000247199	0.0053	-0.359289	0.328568	0.2742	0.001205	0.0017	0.0	1.0	0.0	1.0	-1.09349967130092	0	0.36112951203308996	0.0	0.0
ENSG00000182132	0.0614	0.00489973	0.171738	0.9772	0.02582	0.0011	-0.481	0.63	0.0	1.0	0.028530261211846	0	0.09438894599508696	0.0	0.0
ENSG00000165810	0.9993	0.532235	0.0664025	1.099e-15	0.9922	0.4609	8.846	9.05e-19	8.84817347287954	8.896e-19	8.01528556906743	1	0.9999999999998915	0.9999999999999999	0.9999999999999999
ENSG00000152422	0.07	-0.0177545	0.187065	0.9244	0.0236	0.0016	-0.0949	0.9244	0.0165174209040263	0.9868	-0.0949108598615454	0	0.10065352825129203	0.0	0.0
ENSG00000170606	0.1093	0.00755545	0.0625762	0.9039	0.1052	0.0022	0.0577	0.954	0.0696993948005003	0.9444	0.12073999379956	0	0.106181500087842	0.0	0.0
ENSG00000120733	0.0541	0.00261057	0.0698412	0.9702	0.0	0.0014	0.109	0.9133	0.0373787693679332	0.9702	0.0373786532877442	0	0.09554673407494696	0.0	0.0
ENSG00000031003	0.0717	0.158219	0.122212	0.1954	0.0	0.0018	1.3096	0.1903	1.30626113872125	0.1915	1.29462736883448	0	0.415046549789138	0.24647868852458998	0.06815219123506
ENSG00000281881	0.0364	-0.0121429	0.180767	0.9464	0.06708	0.0016	-0.297	0.766	0.0	1.0	-0.067174318321375	0	0.096615371772525	0.0	0.0
ENSG00000113303	0.0596	-0.0469118	0.105639	0.657	0.1231	0.0013	0.0	1.0	0.0	1.0	-0.444076524768315	0	0.17158245454196996	0.0	0.0
ENSG00000177556	0.0117	0.660253	0.299373	0.02742	0.05843	0.0021	0.0	1.0	0.0	1.0	2.20545272953807	0	0.774459358035924	0.0	0.0
ENSG00000120137	0.0373	-0.0209747	0.105267	0.8421	0.1082	0.0015	0.0139	0.989	-0.267809606440952	0.7888	-0.199252377288229	0	0.124227999025592	0.0	0.0
ENSG00000211445	0.0177	0.0763861	0.200935	0.7038	0.01754	0.0016	0.0	1.0	0.0	1.0	0.380153283400105	0	0.15629640167088998	0.0	0.0
ENSG00000164221	0.0553	-0.0331567	0.0810909	0.6826	0.04062	0.0012	0.0	1.0	-0.0944271141002926	0.9248	-0.408883117587793	0	0.16444708801261998	0.0	0.0
ENSG00000250138	0.046	0.00384963	0.339357	0.9909	0.0	0.0288	0.0	1.0	0.0	1.0	0.0113438944828013	0	0.09438894599508696	0.0	0.0
ENSG00000145730	0.0364	-0.00245049	0.265542	0.9926	0.01541	0.0014	-0.00923	0.993	0.0	1.0	-0.0092282576767517	0	0.09438894599508696	0.0	0.0
ENSG00000213328	0.0857	-0.187969	0.135027	0.1639	0.06632	0.002	0.0	1.0	-1.395275194661	0.1629	-1.39208454605375	0	0.44325529991730495	0.0	0.12345246636771301
ENSG00000039139	0.1294	-0.140893	0.110747	0.2033	0.0495	0.0029	-1.45	0.148	-1.47463919655549	0.1403	-1.27220601912467	0	0.410387329156785	0.32499999999999996	0.15498910891089102
ENSG00000252464	0.0272	0.25895	0.27847	0.3524	0.03311	0.002	0.0	1.0	0.0	1.0	0.929902682515172	0	0.32039150649688997	0.0	0.0
ENSG00000213830	0.0649	0.374958	0.18866	0.04687	0.228	0.027	1.618	0.1058	1.88093126160029	0.05998	1.98748012297254	0	0.6934381145305459	0.41258333333333297	0.472087794117647
ENSG00000064692	0.0711	0.161942	0.142251	0.2549	0.07209	0.0016	0.591	0.554	0.0	1.0	1.13842433445108	0	0.36828879274832105	0.0	0.0
ENSG00000254192	0.0401	-0.0519733	0.0977137	0.5948	0.02167	0.001	-0.618	0.536	-0.524758572760488	0.5998	-0.531893685327646	0	0.18177276448522794	0.0	0.0
ENSG00000244061	0.1963	-0.534935	0.250075	0.03243	0.2147	0.0028	-2.283	0.0224	0.0	1.0	-2.13909827051884	1	0.755479232896168	0.7746823529411759	0.0
ENSG00000250848	0.1718	-0.251958	0.13225	0.05676	0.08609	0.002	-1.9613	0.04985	-1.96128916740417	0.04985	-1.90516446124764	0	0.663238379986631	0.612529545454545	0.530153937007874
ENSG00000249109	0.9863	0.514402	0.108454	2.105e-06	0.9792	0.0548	5.439	5.36e-08	5.39975880420466	6.673e-08	4.74304313349439	1	0.9999398549629773	0.99999839602	0.999997898005
ENSG00000271862	0.0674	0.0940196	0.135332	0.4872	0.06017	0.0015	0.72	0.4716	0.387143462896347	0.6987	0.69473295303402	0	0.22513802907741698	0.0	0.0
ENSG00000176087	0.2002	-0.312783	0.149878	0.0369	0.3594	0.0034	-2.56	0.0105	-2.49738171130666	0.01251	-2.08691735945235	1	0.7274536787590811	0.8791599999999999	0.829835568181818
ENSG00000248734	0.8578	-0.474366	0.139488	0.000672	0.3653	0.0165	-3.747	0.000179	-3.74670720100403	0.0001792	-3.40076565726084	1	0.9887749777788356	0.9968490735294118	0.9964619819672133
ENSG00000120705	0.0472	-0.0884249	0.104612	0.398	0.00265	0.0014	-0.241	0.81	-0.0453890285060946	0.9638	-0.845265361526402	0	0.284607024189824	0.0	0.0
ENSG00000249593	0.0396	-0.012725	0.103819	0.9024	0.06391	0.0015	-0.123	0.9024	-0.526801094442717	0.5983	-0.122569086583381	0	0.106181500087842	0.0	0.0
ENSG00000158987	0.0051	0.528502	0.385386	0.1703	0.005528	0.0017	0.0	1.0	0.0	1.0	1.37135754801679	0	0.43573221408223395	0.0	0.0
ENSG00000249352	0.0407	-0.0113382	0.0860577	0.8952	0.06408	0.0076	-0.383	0.702	-0.0344107924831836	0.9725	-0.131751139061351	0	0.10992064445273397	0.0	0.0
ENSG00000113312	0.0526	0.0472052	0.0921885	0.6086	0.02872	0.0014	0.469	0.639	0.512396990398055	0.6084	0.512050852329737	0	0.17578487282394595	0.0	0.0
ENSG00000250722	0.0572	0.316786	0.231991	0.1721	0.1013	0.0018	0.0	1.0	0.0	1.0	1.36550986891733	1	0.43573221408223395	0.0	0.0
ENSG00000123643	0.0634	-0.110225	0.122775	0.3693	0.05895	0.0015	-0.801	0.423	-0.90672686788677	0.3646	-0.89778049277133	0	0.30773845666530697	0.0	0.0
ENSG00000272417	0.7577	0.421187	0.126192	0.0008448	0.3511	0.007	3.605	0.000313	3.60456442832947	0.0003127	3.33766799797135	1	0.9863097810010532	0.9949370135135136	0.9943287590909091
ENSG00000253955	0.046	-0.168084	0.199861	0.4003	0.06702	0.0016	-0.8525	0.394	0.0	1.0	-0.841004498126198	0	0.284607024189824	0.012973750000000006	0.0
ENSG00000169302	0.4854	0.296235	0.0962577	0.002087	0.6694	0.0104	2.65	0.00804	2.90109807046391	0.003719	3.07752003216366	1	0.9697870954481734	0.9037612	0.9426207307692308
ENSG00000170549	0.0719	0.00142437	0.116859	0.9903	0.02576	0.0017	0.0122	0.9903	0.0130453979726564	0.9896	0.0121887916206711	0	0.09438894599508696	0.0	0.0
ENSG00000279923	0.1471	0.267023	0.142546	0.06104	0.1416	0.0025	1.936	0.0529	1.9356359243393	0.05291	1.87324091872097	0	0.645591432990418	0.6027456250000001	0.507281395348837
ENSG00000168916	0.1415	-0.187526	0.186552	0.3148	0.01751	0.0029	-1.022	0.3067	0.0	1.0	-1.00522106436811	0	0.34771899795112304	0.10297810218978098	0.0
ENSG00000164334	0.0748	0.0934944	0.211387	0.6583	0.02086	0.0018	0.444	0.657	0.0	1.0	0.442290207060983	0	0.17158245454196996	0.0	0.0
ENSG00000270225	0.1623	-0.253929	0.132507	0.05532	0.06002	0.0023	-1.97	0.0484	-2.03822787581759	0.04153	-1.91634404220154	0	0.6683678862273961	0.6213411764705881	0.575116153846154
ENSG00000146090	0.0492	-0.0163002	0.143395	0.9095	0.01848	0.0014	-0.114	0.909	-0.11368815600872	0.9095	-0.113673419575299	0	0.10471913254112197	0.0	0.0
ENSG00000248222	0.999	0.68124	0.103291	4.243e-11	0.997	0.4326	7.882	3.22e-15	7.8818793296814	3.225e-15	6.59534712608068	1	0.9999999975753406	0.9999999999998067	0.9999999999998246
ENSG00000151304	0.045	-0.0881999	0.298128	0.7673	0.0009012	0.0014	0.0	1.0	0.0	1.0	-0.295845744109912	0	0.13605031990378602	0.0	0.0
ENSG00000164587	0.0407	0.031563	0.13803	0.8191	0.02778	0.0009	0.229	0.819	0.0	1.0	0.228667680938926	0	0.127371857031515	0.0	0.0
ENSG00000198780	0.0135	0.360505	0.237476	0.129	0.03787	0.0018	0.0	1.0	0.0	1.0	1.51806919436069	0	0.479476932627638	0.0	0.0
ENSG00000277039	0.006	-0.113708	0.327306	0.7283	0.001273	0.0015	0.0	1.0	0.0	1.0	-0.347405791522306	0	0.14605359161457598	0.0	0.0
